Date,Open,High,Low,Close,Adj Close,Volume
2017-11-10,20.5825,20.7775,19.2961,20.0368,20.0368,2195500
2017-11-13,19.9199,19.9199,19.1695,19.6275,19.6275,2407300
2017-11-14,19.7542,19.7542,18.5263,19.1987,19.1987,3743900
2017-11-16,19.1402,19.6664,19.0817,19.491,19.491,2806800
2017-11-17,19.6762,19.9296,19.452,19.8711,19.8711,1772000
2017-11-21,19.8614,20.3974,19.6567,20.0758,20.0758,2763400
2017-11-22,20.0368,20.0757,19.2571,19.2961,19.2961,3061300
2017-11-23,19.3546,19.4424,19.0038,19.0233,19.0233,3539600
2017-11-24,18.9258,19.111,18.5945,18.8576,18.8576,2033300
2017-11-27,18.7017,18.8479,18.4288,18.6432,18.6432,1613600
2017-11-28,18.8381,18.9551,18.0488,18.0585,18.0585,3947900
2017-11-29,18.0389,18.2826,17.308,17.6881,17.6881,7707800
2017-11-30,17.819,17.819,16.8346,17.2382,17.2382,8617500
2017-12-01,17.0314,17.4744,16.7656,17.4646,17.4646,4295500
2017-12-04,17.5138,17.6418,16.9428,17.2185,17.2185,3472500
2017-12-05,17.376,17.7797,17.1693,17.5434,17.5434,3826100
2017-12-06,17.5729,18.7445,17.5729,18.5968,18.5968,5214800
2017-12-07,18.5574,18.9808,18.1341,18.4196,18.4196,3483900
2017-12-08,18.5082,18.5082,17.9372,18.4885,18.4885,2279700
2017-12-11,18.4885,18.4885,18.0455,18.1932,18.1932,2213500
2017-12-12,18.1931,18.2719,17.6418,18.1636,18.1636,3595900
2017-12-13,18.1637,18.3803,17.7108,17.8191,17.8191,3989200
2017-12-14,17.8092,18.1341,17.7304,17.8978,17.8978,3043000
2017-12-15,17.8683,18.2227,17.7107,17.9864,17.9864,3211700
2017-12-18,17.9077,18.0455,17.7895,18.0455,18.0455,1424900
2017-12-19,18.0652,18.0652,17.5434,17.7009,17.7009,2452500
2017-12-20,17.9077,18.2621,17.7207,18.2129,18.2129,1726400
2017-12-21,18.2621,18.6756,18.016,18.6756,18.6756,1422800
2017-12-22,18.6854,18.6854,18.1341,18.3507,18.3507,1680400
2017-12-26,18.3507,18.3507,18.0455,18.1932,18.1932,889700
2017-12-27,18.2325,18.2325,17.8682,18.2325,18.2325,2117400
2017-12-28,18.1341,18.3999,18.016,18.3999,18.3999,2253200
2018-01-02,18.3309,18.8133,18.1931,18.4983,18.4983,2119900
2018-01-03,18.4097,18.7149,18.1931,18.3605,18.3605,2652600
2018-01-04,18.4294,18.5672,18.1242,18.4097,18.4097,3251400
2018-01-05,18.3014,18.5968,18.2621,18.3605,18.3605,3058200
2018-01-08,18.5082,19.1284,18.4786,18.8035,18.8035,4200500
2018-01-09,19.1382,19.1973,18.8035,19.0004,19.0004,4160800
2018-01-10,19.0398,19.2761,18.9512,19.1087,19.1087,2131300
2018-01-11,19.1973,19.2859,18.6263,19.0398,19.0398,3305800
2018-01-12,18.8528,19.345,18.8528,18.9709,18.9709,3293200
2018-01-15,19.0989,19.2466,19.0103,19.1678,19.1678,1400700
2018-01-16,19.2269,19.4336,19.1186,19.1383,19.1383,2256100
2018-01-17,19.1383,19.3548,18.9906,19.345,19.345,2714200
2018-01-18,19.3745,20.674,19.3646,20.674,20.674,5795000
2018-01-19,20.674,21.4616,20.4771,20.8709,20.8709,4869700
2018-01-22,21.0284,21.1958,20.4279,20.9792,20.9792,3648200
2018-01-23,20.9498,21.1663,20.556,20.7627,20.7627,2834600
2018-01-24,21.0285,21.0679,20.044,20.5658,20.5658,3539300
2018-01-26,20.1916,20.4082,19.9947,20.2704,20.2704,3580600
2018-01-29,20.9793,21.3238,20.0145,20.1523,20.1523,7831200
2018-01-30,20.2802,20.8414,20.0735,20.7331,20.7331,2315700
2018-01-31,20.8709,20.8709,20.3098,20.3393,20.3393,2567000
2018-02-01,20.359,20.8217,20.359,20.7036,20.7036,2052300
2018-02-02,20.7725,21.2352,20.5263,20.8709,20.8709,2872000
2018-02-05,21.0284,21.3041,20.6839,20.7331,20.7331,3226700
2018-02-06,20.7036,20.7036,20.0735,20.5953,20.5953,3288700
2018-02-07,20.674,21.1171,20.487,20.5756,20.5756,3980300
2018-02-08,20.8808,20.9103,19.5714,19.5714,19.5714,5040900
2018-02-09,19.5025,19.788,19.0004,19.6108,19.6108,6071200
2018-02-14,19.8077,20.1621,19.6797,20.0046,20.0046,4901200
2018-02-15,20.1228,20.3197,19.8471,19.9751,19.9751,1838400
2018-02-16,20.3787,21.0285,20.2901,21.0088,21.0088,4736700
2018-02-19,21.0875,21.7963,21.0777,21.7471,21.7471,3597300
2018-02-20,21.9046,23.1057,21.885,22.4658,22.4658,5119900
2018-02-21,22.0425,22.6135,21.6782,22.4461,22.4461,7238700
2018-02-22,22.4461,22.8301,21.5995,21.8062,21.8062,3980700
2018-02-23,21.9046,22.0031,21.4518,21.8062,21.8062,2863200
2018-02-26,21.8062,21.944,21.2254,21.2549,21.2549,3742100
2018-02-27,21.3041,21.4518,20.8316,21.1269,21.1269,3580500
2018-02-28,21.314,21.4124,20.7823,21.4124,21.4124,7029800
2018-03-01,21.6191,21.6585,20.9202,20.93,20.93,3135400
2018-03-02,21.1367,21.5797,20.9792,21.4616,21.4616,4116600
2018-03-05,21.5896,21.8357,21.0875,21.0875,21.0875,2266000
2018-03-06,21.2648,21.442,21.0876,21.314,21.314,1904000
2018-03-07,21.1958,21.6191,21.0087,21.6191,21.6191,2495300
2018-03-08,21.6191,22.7513,21.6191,22.4067,22.4067,7212100
2018-03-09,22.6922,23.086,21.9538,22.7808,22.7808,4288700
2018-03-12,22.3969,22.771,21.4715,21.7668,21.7668,8754400
2018-03-13,21.6487,22.4658,21.4223,22.3969,22.3969,4674300
2018-03-14,22.2492,23.8933,22.1606,23.6275,23.6275,5700000
2018-03-15,23.7752,23.8736,22.4953,23.0368,23.0368,5957500
2018-03-16,28.6778,30.125,25.941,28.0576,28.0576,44402300
2018-03-19,28.7664,31.6509,28.5991,30.125,30.125,24015600
2018-03-20,31.0111,31.0111,28.796,29.9774,29.9774,13414800
2018-03-21,29.5344,31.6412,29.4655,31.2769,31.2769,10820400
2018-03-22,31.5033,31.9955,30.8141,31.9955,31.9955,7449900
2018-03-23,31.7986,33.6691,31.5623,32.6748,32.6748,9141800
2018-03-26,32.9899,33.9842,32.9505,33.679,33.679,4979500
2018-03-27,33.9842,34.2204,32.5173,32.5173,32.5173,6512700
2018-03-28,32.4878,33.1474,31.8971,32.9308,32.9308,5305200
2018-03-29,32.8816,33.2852,32.3007,32.8422,32.8422,5808600
2018-04-02,33.0096,33.0096,33.0096,33.0096,33.0096,4719800
2018-04-03,32.9801,34.1024,32.9407,33.8661,33.8661,5949700
2018-04-04,33.9743,35.3624,33.5904,35.3329,35.3329,4559400
2018-04-05,35.4413,36.5143,35.3133,35.9335,35.9335,8190900
